file_name,label
Image_train_00001.jpg,label_0
Image_train_00002.jpg,label_1
Image_train_00003.jpg,label_0
Image_train_00004.jpg,label_0
Image_train_00005.jpg,label_0
Image_train_00006.jpg,label_0
Image_train_00007.jpg,label_0
Image_train_00008.jpg,label_1
Image_train_00009.jpg,label_0
Image_train_00010.jpg,label_0
Image_train_00011.jpg,label_0
Image_train_00012.jpg,label_1
Image_train_00013.jpg,label_0
Image_train_00014.jpg,label_0
Image_train_00015.jpg,label_0
Image_train_00016.jpg,label_0
Image_train_00017.jpg,label_0
Image_train_00018.jpg,label_1
Image_train_00019.jpg,label_0
Image_train_00020.jpg,label_1
Image_train_00021.jpg,label_0
Image_train_00022.jpg,label_1
Image_train_00023.jpg,label_0
Image_train_00024.jpg,label_0
Image_train_00025.jpg,label_0
Image_train_00026.jpg,label_0
Image_train_00027.jpg,label_1
Image_train_00028.jpg,label_1
Image_train_00029.jpg,label_2
Image_train_00030.jpg,label_1
Image_train_00031.jpg,label_1
Image_train_00032.jpg,label_1
Image_train_00033.jpg,label_0
Image_train_00034.jpg,label_1
Image_train_00035.jpg,label_0
Image_train_00036.jpg,label_0
Image_train_00037.jpg,label_0
Image_train_00038.jpg,label_2
Image_train_00039.jpg,label_1
Image_train_00040.jpg,label_0
Image_train_00041.jpg,label_1
Image_train_00042.jpg,label_0
Image_train_00043.jpg,label_0
Image_train_00044.jpg,label_1
Image_train_00045.jpg,label_1
Image_train_00046.jpg,label_0
Image_train_00047.jpg,label_1
Image_train_00048.jpg,label_0
Image_train_00049.jpg,label_1
Image_train_00050.jpg,label_0
Image_train_00051.jpg,label_1
Image_train_00052.jpg,label_0
Image_train_00053.jpg,label_0
Image_train_00054.jpg,label_0
Image_train_00055.jpg,label_0
Image_train_00056.jpg,label_1
Image_train_00057.jpg,label_0
Image_train_00058.jpg,label_1
Image_train_00059.jpg,label_1
Image_train_00060.jpg,label_0
Image_train_00061.jpg,label_1
Image_train_00062.jpg,label_1
Image_train_00063.jpg,label_1
Image_train_00064.jpg,label_0
Image_train_00065.jpg,label_1
Image_train_00066.jpg,label_1
Image_train_00067.jpg,label_0
Image_train_00068.jpg,label_1
Image_train_00069.jpg,label_1
Image_train_00070.jpg,label_1
Image_train_00071.jpg,label_1
Image_train_00072.jpg,label_1
Image_train_00073.jpg,label_1
Image_train_00074.jpg,label_0
Image_train_00075.jpg,label_0
Image_train_00076.jpg,label_1
Image_train_00077.jpg,label_0
Image_train_00078.jpg,label_2
Image_train_00079.jpg,label_0
Image_train_00080.jpg,label_1
Image_train_00081.jpg,label_0
Image_train_00082.jpg,label_1
Image_train_00083.jpg,label_1
Image_train_00084.jpg,label_0
Image_train_00085.jpg,label_0
Image_train_00086.jpg,label_0
Image_train_00087.jpg,label_0
Image_train_00088.jpg,label_1
Image_train_00089.jpg,label_1
Image_train_00090.jpg,label_1
Image_train_00091.jpg,label_0
Image_train_00092.jpg,label_1
Image_train_00093.jpg,label_1
Image_train_00094.jpg,label_0
Image_train_00095.jpg,label_0
Image_train_00096.jpg,label_1
Image_train_00097.jpg,label_1
Image_train_00098.jpg,label_0
Image_train_00099.jpg,label_0
Image_train_00100.jpg,label_0
Image_train_00101.jpg,label_0
Image_train_00102.jpg,label_0
Image_train_00103.jpg,label_0
Image_train_00104.jpg,label_0
Image_train_00105.jpg,label_0
Image_train_00106.jpg,label_0
Image_train_00107.jpg,label_2
Image_train_00108.jpg,label_0
Image_train_00109.jpg,label_1
Image_train_00110.jpg,label_0
Image_train_00111.jpg,label_0
Image_train_00112.jpg,label_1
Image_train_00113.jpg,label_0
Image_train_00114.jpg,label_1
Image_train_00115.jpg,label_0
Image_train_00116.jpg,label_0
Image_train_00117.jpg,label_0
Image_train_00118.jpg,label_0
Image_train_00119.jpg,label_0
Image_train_00120.jpg,label_1
Image_train_00121.jpg,label_0
Image_train_00122.jpg,label_0
Image_train_00123.jpg,label_1
Image_train_00124.jpg,label_0
Image_train_00125.jpg,label_0
Image_train_00126.jpg,label_0
Image_train_00127.jpg,label_1
Image_train_00128.jpg,label_1
Image_train_00129.jpg,label_0
Image_train_00130.jpg,label_1
Image_train_00131.jpg,label_1
Image_train_00132.jpg,label_1
Image_train_00133.jpg,label_1
Image_train_00134.jpg,label_1
Image_train_00135.jpg,label_1
Image_train_00136.jpg,label_1
Image_train_00137.jpg,label_0
Image_train_00138.jpg,label_0
Image_train_00139.jpg,label_0
Image_train_00140.jpg,label_1
Image_train_00141.jpg,label_1
Image_train_00142.jpg,label_1
Image_train_00143.jpg,label_0
Image_train_00144.jpg,label_0
Image_train_00145.jpg,label_0
Image_train_00146.jpg,label_0
Image_train_00147.jpg,label_0
Image_train_00148.jpg,label_1
Image_train_00149.jpg,label_1
Image_train_00150.jpg,label_1
Image_train_00151.jpg,label_1
Image_train_00152.jpg,label_1
Image_train_00153.jpg,label_1
Image_train_00154.jpg,label_0
Image_train_00155.jpg,label_1
Image_train_00156.jpg,label_1
Image_train_00157.jpg,label_0
Image_train_00158.jpg,label_0
Image_train_00159.jpg,label_0
Image_train_00160.jpg,label_1
Image_train_00161.jpg,label_0
Image_train_00162.jpg,label_1
Image_train_00163.jpg,label_1
Image_train_00164.jpg,label_0
Image_train_00165.jpg,label_1
Image_train_00166.jpg,label_0
Image_train_00167.jpg,label_1
Image_train_00168.jpg,label_1
Image_train_00169.jpg,label_0
Image_train_00170.jpg,label_0
Image_train_00171.jpg,label_0
Image_train_00172.jpg,label_1
Image_train_00173.jpg,label_0
Image_train_00174.jpg,label_0
Image_train_00175.jpg,label_0
Image_train_00176.jpg,label_0
Image_train_00177.jpg,label_1
Image_train_00178.jpg,label_1
Image_train_00179.jpg,label_1
Image_train_00180.jpg,label_0
Image_train_00181.jpg,label_1
Image_train_00182.jpg,label_1
Image_train_00183.jpg,label_0
Image_train_00184.jpg,label_0
Image_train_00185.jpg,label_0
Image_train_00186.jpg,label_1
Image_train_00187.jpg,label_1
Image_train_00188.jpg,label_0
Image_train_00189.jpg,label_1
Image_train_00190.jpg,label_0
Image_train_00191.jpg,label_1
Image_train_00192.jpg,label_0
Image_train_00193.jpg,label_0
Image_train_00194.jpg,label_1
Image_train_00195.jpg,label_0
Image_train_00196.jpg,label_0
Image_train_00197.jpg,label_1
Image_train_00198.jpg,label_0
Image_train_00199.jpg,label_0
Image_train_00200.jpg,label_1
Image_train_00201.jpg,label_0
Image_train_00202.jpg,label_1
Image_train_00203.jpg,label_1
Image_train_00204.jpg,label_0
Image_train_00205.jpg,label_1
Image_train_00206.jpg,label_1
Image_train_00207.jpg,label_1
Image_train_00208.jpg,label_1
