file_name,label
Image_test_00001.jpg,label_2
Image_test_00002.jpg,label_2
Image_test_00003.jpg,label_2
Image_test_00004.jpg,label_1
Image_test_00005.jpg,label_6
Image_test_00006.jpg,label_3
Image_test_00007.jpg,label_4
Image_test_00008.jpg,label_0
Image_test_00009.jpg,label_3
Image_test_00010.jpg,label_1
Image_test_00011.jpg,label_1
Image_test_00012.jpg,label_3
Image_test_00013.jpg,label_1
Image_test_00014.jpg,label_3
Image_test_00015.jpg,label_4
Image_test_00016.jpg,label_1
Image_test_00017.jpg,label_1
Image_test_00018.jpg,label_1
Image_test_00019.jpg,label_2
Image_test_00020.jpg,label_1
Image_test_00021.jpg,label_1
Image_test_00022.jpg,label_1
Image_test_00023.jpg,label_1
Image_test_00024.jpg,label_1
Image_test_00025.jpg,label_6
Image_test_00026.jpg,label_3
Image_test_00027.jpg,label_1
Image_test_00028.jpg,label_3
Image_test_00029.jpg,label_1
Image_test_00030.jpg,label_1
Image_test_00031.jpg,label_1
Image_test_00032.jpg,label_1
Image_test_00033.jpg,label_1
Image_test_00034.jpg,label_3
Image_test_00035.jpg,label_2
Image_test_00036.jpg,label_1
Image_test_00037.jpg,label_2
Image_test_00038.jpg,label_1
Image_test_00039.jpg,label_3
Image_test_00040.jpg,label_2
Image_test_00041.jpg,label_1
Image_test_00042.jpg,label_1
Image_test_00043.jpg,label_0
Image_test_00044.jpg,label_3
Image_test_00045.jpg,label_2
Image_test_00046.jpg,label_2
Image_test_00047.jpg,label_1
Image_test_00048.jpg,label_2
Image_test_00049.jpg,label_2
Image_test_00050.jpg,label_3
Image_test_00051.jpg,label_1
Image_test_00052.jpg,label_1
Image_test_00053.jpg,label_2
Image_test_00054.jpg,label_2
Image_test_00055.jpg,label_6
Image_test_00056.jpg,label_1
Image_test_00057.jpg,label_2
Image_test_00058.jpg,label_2
Image_test_00059.jpg,label_3
Image_test_00060.jpg,label_3
Image_test_00061.jpg,label_3
Image_test_00062.jpg,label_6
Image_test_00063.jpg,label_1
Image_test_00064.jpg,label_2
Image_test_00065.jpg,label_3
Image_test_00066.jpg,label_1
Image_test_00067.jpg,label_1
Image_test_00068.jpg,label_3
Image_test_00069.jpg,label_1
Image_test_00070.jpg,label_3
Image_test_00071.jpg,label_1
Image_test_00072.jpg,label_1
Image_test_00073.jpg,label_3
Image_test_00074.jpg,label_1
Image_test_00075.jpg,label_1
Image_test_00076.jpg,label_1
Image_test_00077.jpg,label_6
Image_test_00078.jpg,label_1
Image_test_00079.jpg,label_1
Image_test_00080.jpg,label_1
Image_test_00081.jpg,label_1
Image_test_00082.jpg,label_1
Image_test_00083.jpg,label_0
Image_test_00084.jpg,label_3
Image_test_00085.jpg,label_1
Image_test_00086.jpg,label_1
Image_test_00087.jpg,label_3
Image_test_00088.jpg,label_1
Image_test_00089.jpg,label_1
Image_test_00090.jpg,label_3
Image_test_00091.jpg,label_0
Image_test_00092.jpg,label_3
Image_test_00093.jpg,label_1
Image_test_00094.jpg,label_1
Image_test_00095.jpg,label_1
Image_test_00096.jpg,label_3
Image_test_00097.jpg,label_1
Image_test_00098.jpg,label_2
Image_test_00099.jpg,label_4
Image_test_00100.jpg,label_0
Image_test_00101.jpg,label_1
Image_test_00102.jpg,label_4
Image_test_00103.jpg,label_5
Image_test_00104.jpg,label_1
Image_test_00105.jpg,label_1
Image_test_00106.jpg,label_1
Image_test_00107.jpg,label_1
Image_test_00108.jpg,label_1
Image_test_00109.jpg,label_1
Image_test_00110.jpg,label_4
Image_test_00111.jpg,label_1
Image_test_00112.jpg,label_4
Image_test_00113.jpg,label_1
Image_test_00114.jpg,label_1
Image_test_00115.jpg,label_1
Image_test_00116.jpg,label_1
Image_test_00117.jpg,label_1
Image_test_00118.jpg,label_1
Image_test_00119.jpg,label_1
Image_test_00120.jpg,label_1
Image_test_00121.jpg,label_1
Image_test_00122.jpg,label_1
Image_test_00123.jpg,label_1
Image_test_00124.jpg,label_4
Image_test_00125.jpg,label_4
Image_test_00126.jpg,label_1
Image_test_00127.jpg,label_3
Image_test_00128.jpg,label_6
Image_test_00129.jpg,label_4
Image_test_00130.jpg,label_4
Image_test_00131.jpg,label_4
Image_test_00132.jpg,label_4
Image_test_00133.jpg,label_1
Image_test_00134.jpg,label_5
Image_test_00135.jpg,label_1
Image_test_00136.jpg,label_4
Image_test_00137.jpg,label_4
Image_test_00138.jpg,label_1
Image_test_00139.jpg,label_1
Image_test_00140.jpg,label_1
Image_test_00141.jpg,label_4
Image_test_00142.jpg,label_1
Image_test_00143.jpg,label_1
Image_test_00144.jpg,label_1
Image_test_00145.jpg,label_1
Image_test_00146.jpg,label_1
Image_test_00147.jpg,label_1
Image_test_00148.jpg,label_1
Image_test_00149.jpg,label_1
Image_test_00150.jpg,label_1
Image_test_00151.jpg,label_4
Image_test_00152.jpg,label_1
Image_test_00153.jpg,label_6
Image_test_00154.jpg,label_1
Image_test_00155.jpg,label_1
Image_test_00156.jpg,label_1
