file_name,label
label_0.1.jpg,label_0
label_0.10.jpg,label_0
label_0.100.jpg,label_0
label_0.10045.jpg,label_0
label_0.10067.jpg,label_0
label_0.101.jpg,label_0
label_0.1010.jpg,label_0
label_0.10185.jpg,label_0
label_0.102.jpg,label_0
label_0.10206.jpg,label_0
label_0.103.jpg,label_0
label_0.10383.jpg,label_0
label_0.104.jpg,label_0
label_0.10405.jpg,label_0
label_0.10442.jpg,label_0
label_0.10488.jpg,label_0
label_0.105.jpg,label_0
label_0.106.jpg,label_0
label_0.10682.jpg,label_0
label_0.10710.jpg,label_0
label_0.108.jpg,label_0
label_0.10859.jpg,label_0
label_0.10860.jpg,label_0
label_0.10907.jpg,label_0
label_0.10918.jpg,label_0
label_0.10967.jpg,label_0
label_0.11.jpg,label_0
label_0.110.jpg,label_0
label_0.11005.jpg,label_0
label_0.11013.jpg,label_0
label_0.11041.jpg,label_0
label_0.11043.jpg,label_0
label_0.11062.jpg,label_0
label_0.11091.jpg,label_0
label_0.111.jpg,label_0
label_0.11222.jpg,label_0
label_0.11252.jpg,label_0
label_0.11259.jpg,label_0
label_0.11297.jpg,label_0
label_0.113.jpg,label_0
label_0.11428.jpg,label_0
label_0.11474.jpg,label_0
label_0.115.jpg,label_0
label_0.11563.jpg,label_0
label_0.11584.jpg,label_0
label_0.116.jpg,label_0
label_0.11650.jpg,label_0
label_0.11669.jpg,label_0
label_0.11681.jpg,label_0
label_0.117.jpg,label_0
label_0.11792.jpg,label_0
label_0.118.jpg,label_0
label_0.119.jpg,label_0
label_0.121.jpg,label_0
label_0.122.jpg,label_0
label_0.12306.jpg,label_0
label_0.12395.jpg,label_0
label_0.124.jpg,label_0
label_0.125.jpg,label_0
label_0.126.jpg,label_0
label_0.12652.jpg,label_0
label_0.12780.jpg,label_0
label_0.12813.jpg,label_0
label_0.129.jpg,label_0
label_0.13.jpg,label_0
label_0.137.jpg,label_0
label_0.138.jpg,label_0
label_0.13853.jpg,label_0
label_0.139.jpg,label_0
label_0.14.jpg,label_0
label_0.14022.jpg,label_0
label_0.14043.jpg,label_0
label_0.14051.jpg,label_0
label_0.14066.jpg,label_0
label_0.14074.jpg,label_0
label_0.14102.jpg,label_0
label_0.14106.jpg,label_0
label_0.14107.jpg,label_0
label_0.14121.jpg,label_0
label_0.14133.jpg,label_0
label_0.14137.jpg,label_0
label_0.14152.jpg,label_0
label_0.14167.jpg,label_0
label_0.14196.jpg,label_0
label_0.14214.jpg,label_0
label_0.14228.jpg,label_0
label_0.14234.jpg,label_0
label_0.14244.jpg,label_0
label_0.14295.jpg,label_0
label_0.143.jpg,label_0
label_0.14311.jpg,label_0
label_0.14312.jpg,label_0
label_0.14340.jpg,label_0
label_0.14345.jpg,label_0
label_0.14354.jpg,label_0
label_0.144.jpg,label_0
label_0.14426.jpg,label_0
label_0.14466.jpg,label_0
label_0.145.jpg,label_0
label_0.14502.jpg,label_0
label_0.14515.jpg,label_0
label_0.14523.jpg,label_0
label_0.14542.jpg,label_0
label_0.14557.jpg,label_0
label_0.14565.jpg,label_0
label_0.14579.jpg,label_0
label_0.146.jpg,label_0
label_0.14627.jpg,label_0
label_0.14628.jpg,label_0
label_0.14635.jpg,label_0
label_0.14637.jpg,label_0
label_0.14647.jpg,label_0
label_0.14649.jpg,label_0
label_0.14650.jpg,label_0
label_0.14652.jpg,label_0
label_0.14678.jpg,label_0
label_0.14694.jpg,label_0
label_0.147.jpg,label_0
label_0.14707.jpg,label_0
label_0.14715.jpg,label_0
label_0.14727.jpg,label_0
label_0.14752.jpg,label_0
label_0.14771.jpg,label_0
label_0.14805.jpg,label_0
label_0.14814.jpg,label_0
label_0.14818.jpg,label_0
label_0.14823.jpg,label_0
label_0.14829.jpg,label_0
